Ticker,Date,Open,High,Low,Close,Volume,Quarter,Split
MSFT,2025-05-19,446.4666065174048,455.0913410046994,446.3873726676465,454.3783874511719,21336500,Q2,train
NVDA,2025-05-19,132.20473687113784,135.6798627990254,132.20473687113784,135.3802947998047,193154600,Q2,train
QQQ,2025-05-19,511.2010686059385,519.442117353632,511.2010686059385,518.9251708984375,52536200,Q2,train
AAPL,2025-05-20,206.67113760639387,207.46729276724128,204.0438362053752,205.8650360107422,42496600,Q2,train
MSFT,2025-05-20,451.13050930908776,453.8535912700005,449.87295142774695,453.6852722167969,15441800,Q2,train
NVDA,2025-05-20,134.10203943343691,134.3916420789913,132.43437861355363,134.19192504882812,161514200,Q2,train
QQQ,2025-05-20,516.4001137065187,517.8515075410328,513.6067220946634,517.1954345703125,42517600,Q2,train
AAPL,2025-05-21,204.1831685508297,206.0441693385156,199.74462882701684,201.11798095703125,59211800,Q2,train
MSFT,2025-05-21,450.12052955644793,453.2991005803846,447.38753565613104,448.1401062011719,19216900,Q2,train
NVDA,2025-05-21,132.87378601013486,137.2077087161811,130.40724144628155,131.6155548095703,270608700,Q2,train
QQQ,2025-05-21,513.2190402211261,519.9092488061895,508.21873667770086,510.0080871582031,71292800,Q2,train
AAPL,2025-05-22,199.74461200022,201.77479312617928,198.7394602788173,200.3914794921875,46742400,Q2,train
MSFT,2025-05-22,450.4967994491365,455.7449090739042,449.4570590917957,450.40765380859375,18025600,Q2,train
NVDA,2025-05-22,132.04495280891254,134.0621302833829,131.36591171623223,132.6441192626953,187344000,Q2,train
QQQ,2025-05-22,510.6245069423915,514.6506220653856,509.2725584046473,510.9625244140625,55607200,Q2,train
AAPL,2025-05-23,192.738469754576,196.74908474491085,192.52948833207407,194.33078002929688,78432900,Q2,train
MSFT,2025-05-23,445.5754438212613,449.2491205375805,444.5159101158957,445.7734680175781,16883500,Q2,train
NVDA,2025-05-23,129.81807417545411,132.49431639064062,128.97925335315108,131.10626220703125,198821300,Q2,train
QQQ,2025-05-23,503.18864625765127,508.81520128108224,502.5921859799972,506.2305603027344,58368100,Q2,train
AAPL,2025-05-27,197.34620772495165,199.77447409530296,196.4803819774073,199.2470245361328,56288500,Q2,train
MSFT,2025-05-27,452.0118507212909,456.43809825868186,451.6553587930952,456.1806335449219,20974300,Q2,train
NVDA,2025-05-27,133.96224703921547,135.47014350181522,133.1234263008756,135.31036376953125,192953600,Q2,train
QQQ,2025-05-27,513.099785560271,518.6269257716245,511.5490069592283,518.1397705078125,47226300,Q2,train
AAPL,2025-05-28,199.6252046868552,201.7549111726597,198.9385209981625,199.45602416992188,45339700,Q2,train
MSFT,2025-05-28,456.7054113344306,457.9926743719098,452.45739496057166,452.8831787109375,17086300,Q2,train
NVDA,2025-05-28,135.83963178227697,137.0579256739289,134.60136161311598,134.621337890625,304021100,Q2,train
QQQ,2025-05-28,519.0941399870436,520.5852756508032,515.326559052752,515.8434448242188,46637200,Q2,train
AAPL,2025-05-29,202.60079553265004,202.8296849960031,197.55517460719432,198.98825073242188,51396800,Q2,train
MSFT,2025-05-29,457.0321797296883,457.2005290082406,450.8532686393741,454.1902770996094,13974800,Q2,train
NVDA,2025-05-29,142.05093948600498,143.28920975153582,137.71701641280157,138.99522399902344,369241900,Q2,train
QQQ,2025-05-29,523.2196247969079,523.3687019543887,514.2628604553026,516.857421875,58513300,Q2,train
AAPL,2025-05-30,198.41106448584637,200.98861863398105,195.8335255231089,199.8839569091797,70819900,Q2,train
MSFT,2025-05-30,455.2200705832806,457.1608768265464,451.0809934148865,455.8537902832031,34770500,Q2,train
