Date,Quarter,Split,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,NVDA_Open,NVDA_High,NVDA_Low,NVDA_Close,NVDA_Volume,factor_rel_mom_aapl_qqq_5d,factor_rel_mom_aapl_peers_5d,factor_peer_confirmation_5d,factor_peer_disagreement_5d,factor_rel_vol_aapl_qqq_10d,factor_volume_confirmed_mom_5d_20d,factor_market_aligned_mom_5d_20d,factor_close_pressure_5d,target_next_day_up,target_date
2025-02-24,Q1,train,243.43269920852308,247.33868242018207,242.92582237394555,245.5894470214844,51326400,523.979014688761,525.1602231091551,515.6907447415672,516.0281982421875,39268400,403.7700579395831,404.620064859675,394.68668732557927,399.3123779296875,26443700,136.35634186179794,138.383313247837,129.88600993089565,130.08570861816406,251381100,0.044188986540783404,0.04551291937281998,-0.03529224117401475,0.05285809804094477,0.8605020412009105,-0.00017599103526505692,-0.00018834725053144463,0.18007806678662294,0,2025-02-25
2025-02-25,Q1,train,246.48393846255715,248.47171215983585,243.41283173998391,245.52980041503903,48013300,515.4028460127145,515.4822717823216,505.6752793876824,509.526611328125,48940000,396.4460859350655,397.25657880262406,392.09714469384,393.283203125,29387400,129.78614928447132,130.0058224050398,124.25441810041912,126.44114685058594,271428700,0.05880965887215939,0.06967175910997725,-0.05915927842402369,0.06489529733937927,0.9100083397206898,-0.00039406122049463386,-1.81976177641611e-05,0.12319461799724336,0,2025-02-26
2025-02-26,Q1,train,242.83637220684057,243.48239258336395,237.66816369812489,238.89064025878903,44433600,511.72034015672153,515.8197643424149,507.591048002011,510.7574768066406,34457600,393.3919661639477,398.917102708898,389.6755831630129,395.0920104980469,19619000,129.79615892181477,133.53057192522448,128.29839578499454,131.084228515625,322553800,0.02784564710251769,0.027296177233452845,-0.04571408197484067,0.022771105085258925,1.3030697593454434,0.0014811765977784403,0.0002558980095926161,-0.027268421675708598,0,2025-02-27
2025-02-27,Q1,train,237.94645181292125,240.9778097055873,235.61081167459412,235.84934997558597,41153600,514.3011233717788,515.2341793751592,496.3547141457957,496.5730895996094,52448000,396.61410618114576,401.0322425664148,387.6197164134029,387.97552490234375,21127400,134.7986697104659,134.8086493121392,119.83102696232622,119.97081756591795,443175800,0.03409865374014642,0.0648876319426539,-0.09958630531885992,0.0857465194848428,1.0117281371053282,0.005012795623535814,0.0013697448994851045,-0.17690219698251083,1,2025-02-28
2025-02-28,Q1,train,235.5014815283524,240.61005923211764,228.7927454203557,240.3615875244141,56833400,496.4341995419912,505.02027267121787,493.2578344308949,504.414794921875,47654000,388.104042520749,393.016377739764,382.0847072800103,392.3837890625,32845700,117.84399213493025,124.90344826210318,116.2264129341289,124.73370361328124,389091100,0.01893532150427102,0.03400549750275483,-0.04911442373747954,0.04325745003144843,0.9856304104365661,-0.0027204556612607602,0.00042982255545240673,-0.07159381292772779,0,2025-03-03
2025-03-03,Q1,train,240.3118838035197,242.5381957053339,234.66661403302143,236.5748748779297,47184000,507.7399630206097,509.2487196326077,489.9325334541656,493.37689208984375,44587200,394.1925506012372,394.1925506012372,381.6794393165997,383.9823913574219,23007700,123.32581202011416,123.51552349340125,112.11255593535712,113.88990020751952,411381400,0.0071896201954317895,0.04474014937071641,-0.08144601052592354,0.08611009582455054,0.9542150169507055,-0.0013812762420992212,0.0017738292633854064,-0.2642914899647847,0,2025-03-04
2025-03-04,Q1,train,236.25684921580157,238.6024227827577,233.2453581153048,234.4877166748047,53798100,490.5280988504062,500.0174498903787,484.1356867718227,491.8879699707031,67875400,378.9514422192701,388.0249203607145,376.5792952112664,384.1009826660156,29342900,110.48499132597254,119.13207287466712,109.9457957033308,115.81702423095705,398163300,-0.010354774890243612,0.008713448521730116,-0.05368592730666383,0.060676646752818475,0.9875447185764895,-0.009385150962650654,0.0019582255539375903,-0.292618756278087,0,2025-03-05
2025-03-05,Q1,train,233.98082285378285,235.1039197629907,227.82866128733943,234.2988739013672,47227600,492.5331995401363,499.90828614862966,487.6297026672125,498.3002624511719,46323700,384.822533208354,397.0094866568717,384.29868393839774,396.3670043945313,23433100,117.40464986998916,118.10360288358513,114.33922859376143,117.12506866455078,284337900,0.005168479127353409,0.032410254263822325,-0.05163146088978138,0.1097170836588538,0.8829868783235302,-0.0011243984360858699,0.0008231328880783104,-0.1481486456394946,0,2025-03-06
2025-03-06,Q1,train,233.00684447444675,236.4059358119138,231.73467047090972,233.8914031982422,45170400,490.0417668831769,494.895615354215,482.60712565033873,484.5923461914063,57574300,389.70521049036057,397.4838909032578,388.12376908504734,392.2849426269531,23304600,113.36069823382532,115.17798387118098,110.0556366780344,110.40511322021484,321181900,0.015825163898956385,0.026011388829437265,-0.03431307283893931,0.0908410404225618,0.7957845669160823,-5.091117789459415e-05,0.0006090149980003325,-0.03212826833556084,1,2025-03-07
2025-03-07,Q1,train,233.6727221740344,239.8944479764648,233.3248557337566,237.6085205078125,46273600,483.5599718062666,489.6347411717219,476.9789615630039,488.15576171875,54714700,387.76795648683793,390.2191619837315,381.0666253730808,388.7464599609375,22034100,111.08408724577036,113.31076488585998,107.3995878917184,112.52194213867188,341755500,0.02077960216968555,0.042132386932442256,-0.053586242953932994,0.08863283568300351,0.8773432694539501,-0.00014059337288821138,0.0008177294361322065,0.00543639171743322,0,2025-03-10
